,Content,Sentiment,Label,caseFold,PuncRev,review_token,stopwords_removal,stemming
1033,"Makin kesini aplikasinya bukannya tambah cepet malah tambah lambat, please lah nih pihak IT apa ga ada yg baca keluhan d google!!?? udh banyak bgt padahal yg ngeluh, gmna bisa screenshot kendalanya aku masuk log in buat finger print aja aplikasinya tiba2 keluar sendiri, kalo keluhan satu dua org mungkin bisa krn hpnya, tp ini udh banyak bgt brarti kan dari Octo mobilenya yg ga sip sama skali",negatif,-1,"makin kesini aplikasinya bukannya tambah cepet malah tambah lambat, please lah nih pihak it apa ga ada yg baca keluhan d google!!?? udh banyak bgt padahal yg ngeluh, gmna bisa screenshot kendalanya aku masuk log in buat finger print aja aplikasinya tiba2 keluar sendiri, kalo keluhan satu dua org mungkin bisa krn hpnya, tp ini udh banyak bgt brarti kan dari octo mobilenya yg ga sip sama skali",makin kesini aplikasinya bukannya tambah cepet malah tambah lambat  please lah nih pihak it apa ga ada yg baca keluhan d google  udh banyak bgt padahal yg ngeluh  gmna bisa screenshot kendalanya aku masuk log in buat finger print aja aplikasinya tiba  keluar sendiri  kalo keluhan satu dua org mungkin bisa krn hpnya  tp ini udh banyak bgt brarti kan dari octo mobilenya yg ga sip sama skali,"['makin', 'kesini', 'aplikasinya', 'bukannya', 'tambah', 'cepet', 'malah', 'tambah', 'lambat', 'please', 'lah', 'nih', 'pihak', 'it', 'apa', 'ga', 'ada', 'yg', 'baca', 'keluhan', 'd', 'google', 'udh', 'banyak', 'bgt', 'padahal', 'yg', 'ngeluh', 'gmna', 'bisa', 'screenshot', 'kendalanya', 'aku', 'masuk', 'log', 'in', 'buat', 'finger', 'print', 'aja', 'aplikasinya', 'tiba', 'keluar', 'sendiri', 'kalo', 'keluhan', 'satu', 'dua', 'org', 'mungkin', 'bisa', 'krn', 'hpnya', 'tp', 'ini', 'udh', 'banyak', 'bgt', 'brarti', 'kan', 'dari', 'octo', 'mobilenya', 'yg', 'ga', 'sip', 'sama', 'skali']","['kesini', 'aplikasinya', 'cepet', 'lambat', 'please', 'nih', 'it', 'ga', 'yg', 'baca', 'keluhan', 'd', 'google', 'udh', 'bgt', 'yg', 'ngeluh', 'gmna', 'screenshot', 'kendalanya', 'masuk', 'log', 'in', 'finger', 'print', 'aja', 'aplikasinya', 'kalo', 'keluhan', 'org', 'krn', 'hpnya', 'tp', 'udh', 'bgt', 'brarti', 'octo', 'mobilenya', 'yg', 'ga', 'sip', 'skali']","['kesini', 'aplikasi', 'cepet', 'lambat', 'please', 'nih', 'it', 'ga', 'yg', 'baca', 'keluh', 'd', 'google', 'udh', 'bgt', 'yg', 'ngeluh', 'gmna', 'screenshot', 'kendala', 'masuk', 'log', 'in', 'finger', 'print', 'aja', 'aplikasi', 'kalo', 'keluh', 'org', 'krn', 'hpnya', 'tp', 'udh', 'bgt', 'brarti', 'octo', 'mobilenya', 'yg', 'ga', 'sip', 'skali']"
1034,Cepat dan mudah,positif,1,cepat dan mudah,cepat dan mudah,"['cepat', 'dan', 'mudah']","['cepat', 'mudah']","['cepat', 'mudah']"
1035,"Wajar lah dapat rating rendah/jelek, sebab memang aplikasi tidak bisa digunakan, setiap buka langsung mental ""tidak menanggapi"", tapi ya saya cuma pakai rekeningnya saja untuk terima gaji, untuk kegiatan mbanking saya tetap pakai livin by mandiri kok.",negatif,-1,"wajar lah dapat rating rendah/jelek, sebab memang aplikasi tidak bisa digunakan, setiap buka langsung mental ""tidak menanggapi"", tapi ya saya cuma pakai rekeningnya saja untuk terima gaji, untuk kegiatan mbanking saya tetap pakai livin by mandiri kok.",wajar lah dapat rating rendah jelek  sebab memang aplikasi tidak bisa digunakan  setiap buka langsung mental  tidak menanggapi  tapi ya saya cuma pakai rekeningnya saja untuk terima gaji  untuk kegiatan mbanking saya tetap pakai livin by mandiri kok ,"['wajar', 'lah', 'dapat', 'rating', 'rendah', 'jelek', 'sebab', 'memang', 'aplikasi', 'tidak', 'bisa', 'digunakan', 'setiap', 'buka', 'langsung', 'mental', 'tidak', 'menanggapi', 'tapi', 'ya', 'saya', 'cuma', 'pakai', 'rekeningnya', 'saja', 'untuk', 'terima', 'gaji', 'untuk', 'kegiatan', 'mbanking', 'saya', 'tetap', 'pakai', 'livin', 'by', 'mandiri', 'kok']","['wajar', 'rating', 'rendah', 'jelek', 'aplikasi', 'buka', 'langsung', 'mental', 'menanggapi', 'ya', 'pakai', 'rekeningnya', 'terima', 'gaji', 'kegiatan', 'mbanking', 'pakai', 'livin', 'by', 'mandiri']","['wajar', 'rating', 'rendah', 'jelek', 'aplikasi', 'buka', 'langsung', 'mental', 'tanggap', 'ya', 'pakai', 'rekening', 'terima', 'gaji', 'giat', 'mbanking', 'pakai', 'livin', 'by', 'mandiri']"
1036,Agak kecewa sih kali ini. Udah 4 tahun pake go mobile. Baru x ini sering eror. Sering bermasalah sinyal nyaa,negatif,-1,agak kecewa sih kali ini. udah 4 tahun pake go mobile. baru x ini sering eror. sering bermasalah sinyal nyaa,agak kecewa sih kali ini  udah   tahun pake go mobile  baru x ini sering eror  sering bermasalah sinyal nyaa,"['agak', 'kecewa', 'sih', 'kali', 'ini', 'udah', 'tahun', 'pake', 'go', 'mobile', 'baru', 'x', 'ini', 'sering', 'eror', 'sering', 'bermasalah', 'sinyal', 'nyaa']","['kecewa', 'sih', 'kali', 'udah', 'pake', 'go', 'mobile', 'x', 'eror', 'bermasalah', 'sinyal', 'nyaa']","['kecewa', 'sih', 'kali', 'udah', 'pake', 'go', 'mobile', 'x', 'eror', 'masalah', 'sinyal', 'nyaa']"
1037,"Semakin mudah, & hidup memang untuk di permudah... Wlu mnjlni khidupn tdk mudah... Hikhikhikhik..",positif,1,"semakin mudah, & hidup memang untuk di permudah... wlu mnjlni khidupn tdk mudah... hikhikhikhik..",semakin mudah    hidup memang untuk di permudah  wlu mnjlni khidupn tdk mudah  hikhikhikhik ,"['semakin', 'mudah', 'hidup', 'memang', 'untuk', 'di', 'permudah', 'wlu', 'mnjlni', 'khidupn', 'tdk', 'mudah', 'hikhikhikhik']","['mudah', 'hidup', 'permudah', 'wlu', 'mnjlni', 'khidupn', 'tdk', 'mudah', 'hikhikhikhik']","['mudah', 'hidup', 'mudah', 'wlu', 'mnjlni', 'khidupn', 'tdk', 'mudah', 'hikhikhikhik']"
1038,Cimb niaga oke bgt,positif,1,cimb niaga oke bgt,cimb niaga oke bgt,"['cimb', 'niaga', 'oke', 'bgt']","['cimb', 'niaga', 'oke', 'bgt']","['cimb', 'niaga', 'oke', 'bgt']"
1039,Ok,netral,0,ok,ok,['ok'],['ok'],['ok']
1040,Bagus aplikasinya,positif,1,bagus aplikasinya,bagus aplikasinya,"['bagus', 'aplikasinya']","['bagus', 'aplikasinya']","['bagus', 'aplikasi']"
1041,"Enjoying the apps, easy to use",positif,1,"enjoying the apps, easy to use",enjoying the apps  easy to use,"['enjoying', 'the', 'apps', 'easy', 'to', 'use']","['enjoying', 'the', 'apps', 'easy', 'to', 'use']","['enjoying', 'the', 'apps', 'easy', 'to', 'use']"
1042,Aplikasi yang sangat membantu,positif,1,aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'yang', 'sangat', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'bantu']"
1043,Apk kyk ampas gabisa kebuka,negatif,-1,apk kyk ampas gabisa kebuka,apk kyk ampas gabisa kebuka,"['apk', 'kyk', 'ampas', 'gabisa', 'kebuka']","['apk', 'kyk', 'ampas', 'gabisa', 'kebuka']","['apk', 'kyk', 'ampas', 'gabisa', 'buka']"
1044,Kereen bgt ni aplikasi,positif,1,kereen bgt ni aplikasi,kereen bgt ni aplikasi,"['kereen', 'bgt', 'ni', 'aplikasi']","['kereen', 'bgt', 'ni', 'aplikasi']","['kereen', 'bgt', 'ni', 'aplikasi']"
1045,Best Mobile Banking,positif,1,best mobile banking,best mobile banking,"['best', 'mobile', 'banking']","['best', 'mobile', 'banking']","['best', 'mobile', 'banking']"
1046,Josss,positif,1,josss,josss,['josss'],['josss'],['josss']
1047,"Awalnya saya tidak tertarik buka rekening di Octo karena logonya pakai gurita yang terkesan binatang pencengkram dan pencekik seperti halnya orang yg terlilit hutang tapi setelah di pelajari ternyata cukup bagus juga. Transfer antar Bank gratis, tanpa biaya admin ini itu, bisa setor tunai di ATM CDM, dan yang paling saya suka adalah pin randomnya. oh iya saya pake octo saver Terima kasih CIMB",positif,1,"awalnya saya tidak tertarik buka rekening di octo karena logonya pakai gurita yang terkesan binatang pencengkram dan pencekik seperti halnya orang yg terlilit hutang tapi setelah di pelajari ternyata cukup bagus juga. transfer antar bank gratis, tanpa biaya admin ini itu, bisa setor tunai di atm cdm, dan yang paling saya suka adalah pin randomnya. oh iya saya pake octo saver terima kasih cimb",awalnya saya tidak tertarik buka rekening di octo karena logonya pakai gurita yang terkesan binatang pencengkram dan pencekik seperti halnya orang yg terlilit hutang tapi setelah di pelajari ternyata cukup bagus juga  transfer antar bank gratis  tanpa biaya admin ini itu  bisa setor tunai di atm cdm  dan yang paling saya suka adalah pin randomnya  oh iya saya pake octo saver terima kasih cimb,"['awalnya', 'saya', 'tidak', 'tertarik', 'buka', 'rekening', 'di', 'octo', 'karena', 'logonya', 'pakai', 'gurita', 'yang', 'terkesan', 'binatang', 'pencengkram', 'dan', 'pencekik', 'seperti', 'halnya', 'orang', 'yg', 'terlilit', 'hutang', 'tapi', 'setelah', 'di', 'pelajari', 'ternyata', 'cukup', 'bagus', 'juga', 'transfer', 'antar', 'bank', 'gratis', 'tanpa', 'biaya', 'admin', 'ini', 'itu', 'bisa', 'setor', 'tunai', 'di', 'atm', 'cdm', 'dan', 'yang', 'paling', 'saya', 'suka', 'adalah', 'pin', 'randomnya', 'oh', 'iya', 'saya', 'pake', 'octo', 'saver', 'terima', 'kasih', 'cimb']","['tertarik', 'buka', 'rekening', 'octo', 'logonya', 'pakai', 'gurita', 'terkesan', 'binatang', 'pencengkram', 'pencekik', 'halnya', 'orang', 'yg', 'terlilit', 'hutang', 'pelajari', 'bagus', 'transfer', 'bank', 'gratis', 'biaya', 'admin', 'setor', 'tunai', 'atm', 'cdm', 'suka', 'pin', 'randomnya', 'oh', 'iya', 'pake', 'octo', 'saver', 'terima', 'kasih', 'cimb']","['tarik', 'buka', 'rekening', 'octo', 'logo', 'pakai', 'gurita', 'kes', 'binatang', 'pencengkram', 'cekik', 'hal', 'orang', 'yg', 'lilit', 'hutang', 'ajar', 'bagus', 'transfer', 'bank', 'gratis', 'biaya', 'admin', 'setor', 'tunai', 'atm', 'cdm', 'suka', 'pin', 'randomnya', 'oh', 'iya', 'pake', 'octo', 'saver', 'terima', 'kasih', 'cimb']"
1048,Sangat membantu dan TOP Banget,positif,1,sangat membantu dan top banget,sangat membantu dan top banget,"['sangat', 'membantu', 'dan', 'top', 'banget']","['membantu', 'top', 'banget']","['bantu', 'top', 'banget']"
1049,Mantap banget. Ga kaya uob. Citi di akuisisi uob g malah upgrade malah downgrade fitur2nya,positif,1,mantap banget. ga kaya uob. citi di akuisisi uob g malah upgrade malah downgrade fitur2nya,mantap banget  ga kaya uob  citi di akuisisi uob g malah upgrade malah downgrade fitur nya,"['mantap', 'banget', 'ga', 'kaya', 'uob', 'citi', 'di', 'akuisisi', 'uob', 'g', 'malah', 'upgrade', 'malah', 'downgrade', 'fitur', 'nya']","['mantap', 'banget', 'ga', 'kaya', 'uob', 'citi', 'akuisisi', 'uob', 'g', 'upgrade', 'downgrade', 'fitur', 'nya']","['mantap', 'banget', 'ga', 'kaya', 'uob', 'cit', 'akuisisi', 'uob', 'g', 'upgrade', 'downgrade', 'fitur', 'nya']"
1050,ðŸ‘,positif,1,ðÿ‘, ,[],[],[]
1051,"Aplikasi oke banget, sangat lengkap",positif,1,"aplikasi oke banget, sangat lengkap",aplikasi oke banget  sangat lengkap,"['aplikasi', 'oke', 'banget', 'sangat', 'lengkap']","['aplikasi', 'oke', 'banget', 'lengkap']","['aplikasi', 'oke', 'banget', 'lengkap']"
1052,Sangat membantu,positif,1,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu']
1053,Sangat suka,positif,1,sangat suka,sangat suka,"['sangat', 'suka']",['suka'],['suka']
1054,CIMB bank profesional yang khusus dan memudahkan nasabah,positif,1,cimb bank profesional yang khusus dan memudahkan nasabah,cimb bank profesional yang khusus dan memudahkan nasabah,"['cimb', 'bank', 'profesional', 'yang', 'khusus', 'dan', 'memudahkan', 'nasabah']","['cimb', 'bank', 'profesional', 'khusus', 'memudahkan', 'nasabah']","['cimb', 'bank', 'profesional', 'khusus', 'mudah', 'nasabah']"
1055,Verifikasi ke no telp selalu gagal..sngt mengecewakan,negatif,-1,verifikasi ke no telp selalu gagal..sngt mengecewakan,verifikasi ke no telp selalu gagal sngt mengecewakan,"['verifikasi', 'ke', 'no', 'telp', 'selalu', 'gagal', 'sngt', 'mengecewakan']","['verifikasi', 'no', 'telp', 'gagal', 'sngt', 'mengecewakan']","['verifikasi', 'no', 'telp', 'gagal', 'sngt', 'kecewa']"
1056,Aplikasi yang sangat membantu sekali,positif,1,aplikasi yang sangat membantu sekali,aplikasi yang sangat membantu sekali,"['aplikasi', 'yang', 'sangat', 'membantu', 'sekali']","['aplikasi', 'membantu']","['aplikasi', 'bantu']"
1057,sangat puas bgt,positif,1,sangat puas bgt,sangat puas bgt,"['sangat', 'puas', 'bgt']","['puas', 'bgt']","['puas', 'bgt']"
1058,Kak saya sekarang gak bisa menggunakan app ini d hp yg baru setelah ganti hp,negatif,-1,kak saya sekarang gak bisa menggunakan app ini d hp yg baru setelah ganti hp,kak saya sekarang gak bisa menggunakan app ini d hp yg baru setelah ganti hp,"['kak', 'saya', 'sekarang', 'gak', 'bisa', 'menggunakan', 'app', 'ini', 'd', 'hp', 'yg', 'baru', 'setelah', 'ganti', 'hp']","['kak', 'gak', 'app', 'd', 'hp', 'yg', 'ganti', 'hp']","['kak', 'gak', 'app', 'd', 'hp', 'yg', 'ganti', 'hp']"
1059,Mantaaap,positif,1,mantaaap,mantaaap,['mantaaap'],['mantaaap'],['mantaaap']
1060,"Di keterangan katanya minimal os 8 keatas, saya pake os 13 malah gk kompatible udah lapor ke cs malah suruh ganti devices aneh",negatif,-1,"di keterangan katanya minimal os 8 keatas, saya pake os 13 malah gk kompatible udah lapor ke cs malah suruh ganti devices aneh",di keterangan katanya minimal os   keatas  saya pake os   malah gk kompatible udah lapor ke cs malah suruh ganti devices aneh,"['di', 'keterangan', 'katanya', 'minimal', 'os', 'keatas', 'saya', 'pake', 'os', 'malah', 'gk', 'kompatible', 'udah', 'lapor', 'ke', 'cs', 'malah', 'suruh', 'ganti', 'devices', 'aneh']","['keterangan', 'minimal', 'os', 'keatas', 'pake', 'os', 'gk', 'kompatible', 'udah', 'lapor', 'cs', 'suruh', 'ganti', 'devices', 'aneh']","['terang', 'minimal', 'os', 'atas', 'pake', 'os', 'gk', 'kompatible', 'udah', 'lapor', 'cs', 'suruh', 'ganti', 'devices', 'aneh']"
1061,Gimana cara mengatasi Octo mobile yang telah di blokir,negatif,-1,gimana cara mengatasi octo mobile yang telah di blokir,gimana cara mengatasi octo mobile yang telah di blokir,"['gimana', 'cara', 'mengatasi', 'octo', 'mobile', 'yang', 'telah', 'di', 'blokir']","['gimana', 'mengatasi', 'octo', 'mobile', 'blokir']","['gimana', 'atas', 'octo', 'mobile', 'blokir']"
1062,Oke,netral,0,oke,oke,['oke'],['oke'],['oke']
1063,Good,positif,1,good,good,['good'],['good'],['good']
1064,"Gak bisa login ,pas mau login malah di minta pas code",negatif,-1,"gak bisa login ,pas mau login malah di minta pas code",gak bisa login  pas mau login malah di minta pas code,"['gak', 'bisa', 'login', 'pas', 'mau', 'login', 'malah', 'di', 'minta', 'pas', 'code']","['gak', 'login', 'pas', 'login', 'pas', 'code']","['gak', 'login', 'pas', 'login', 'pas', 'code']"
1065,Kenapa verifikasi ponsel saya gagal terus padahal sudah berkali-kali kirim sms tetapi verifikasi selalu gagal sampai habis pulsa saya. BURUK SEKALI,negatif,-1,kenapa verifikasi ponsel saya gagal terus padahal sudah berkali-kali kirim sms tetapi verifikasi selalu gagal sampai habis pulsa saya. buruk sekali,kenapa verifikasi ponsel saya gagal terus padahal sudah berkali kali kirim sms tetapi verifikasi selalu gagal sampai habis pulsa saya  buruk sekali,"['kenapa', 'verifikasi', 'ponsel', 'saya', 'gagal', 'terus', 'padahal', 'sudah', 'berkali', 'kali', 'kirim', 'sms', 'tetapi', 'verifikasi', 'selalu', 'gagal', 'sampai', 'habis', 'pulsa', 'saya', 'buruk', 'sekali']","['verifikasi', 'ponsel', 'gagal', 'berkali', 'kali', 'kirim', 'sms', 'verifikasi', 'gagal', 'habis', 'pulsa', 'buruk']","['verifikasi', 'ponsel', 'gagal', 'kali', 'kali', 'kirim', 'sms', 'verifikasi', 'gagal', 'habis', 'pulsa', 'buruk']"
1066,Top,positif,1,top,top,['top'],['top'],['top']
1067,Sangat mudah dan lancar,positif,1,sangat mudah dan lancar,sangat mudah dan lancar,"['sangat', 'mudah', 'dan', 'lancar']","['mudah', 'lancar']","['mudah', 'lancar']"
1068,mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
1069,pelayanan nya lambat ga secepat bank lain,negatif,-1,pelayanan nya lambat ga secepat bank lain,pelayanan nya lambat ga secepat bank lain,"['pelayanan', 'nya', 'lambat', 'ga', 'secepat', 'bank', 'lain']","['pelayanan', 'nya', 'lambat', 'ga', 'secepat', 'bank']","['layan', 'nya', 'lambat', 'ga', 'cepat', 'bank']"
1070,Terimakasih,positif,1,terimakasih,terimakasih,['terimakasih'],['terimakasih'],['terimakasih']
1071,"Membantu sekali,,,terima kasih octo",positif,1,"membantu sekali,,,terima kasih octo",membantu sekali terima kasih octo,"['membantu', 'sekali', 'terima', 'kasih', 'octo']","['membantu', 'terima', 'kasih', 'octo']","['bantu', 'terima', 'kasih', 'octo']"
1072,Good..,positif,1,good..,good ,['good'],['good'],['good']
1073,Mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
1074,Belum bisa di android 13 ya,netral,0,belum bisa di android 13 ya,belum bisa di android   ya,"['belum', 'bisa', 'di', 'android', 'ya']","['android', 'ya']","['android', 'ya']"
1075,"Maaf, saya uninstal sebab tidak bisa login dan selalu minta kode OTTP. Sudah dikasihkan kode OTTP nya selalu dikatakan ""KODE OTTP SALAH"", minta dikirimkan ke email saya tidak pernah ada di inbox ataupun di spam email saya. Maaf, bintangnya saya kasih 1 dan uninstal.",negatif,-1,"maaf, saya uninstal sebab tidak bisa login dan selalu minta kode ottp. sudah dikasihkan kode ottp nya selalu dikatakan ""kode ottp salah"", minta dikirimkan ke email saya tidak pernah ada di inbox ataupun di spam email saya. maaf, bintangnya saya kasih 1 dan uninstal.",maaf  saya uninstal sebab tidak bisa login dan selalu minta kode ottp  sudah dikasihkan kode ottp nya selalu dikatakan  kode ottp salah  minta dikirimkan ke email saya tidak pernah ada di inbox ataupun di spam email saya  maaf  bintangnya saya kasih   dan uninstal ,"['maaf', 'saya', 'uninstal', 'sebab', 'tidak', 'bisa', 'login', 'dan', 'selalu', 'minta', 'kode', 'ottp', 'sudah', 'dikasihkan', 'kode', 'ottp', 'nya', 'selalu', 'dikatakan', 'kode', 'ottp', 'salah', 'minta', 'dikirimkan', 'ke', 'email', 'saya', 'tidak', 'pernah', 'ada', 'di', 'inbox', 'ataupun', 'di', 'spam', 'email', 'saya', 'maaf', 'bintangnya', 'saya', 'kasih', 'dan', 'uninstal']","['maaf', 'uninstal', 'login', 'kode', 'ottp', 'dikasihkan', 'kode', 'ottp', 'nya', 'kode', 'ottp', 'salah', 'dikirimkan', 'email', 'inbox', 'spam', 'email', 'maaf', 'bintangnya', 'kasih', 'uninstal']","['maaf', 'uninstal', 'login', 'kode', 'ottp', 'kasih', 'kode', 'ottp', 'nya', 'kode', 'ottp', 'salah', 'kirim', 'email', 'inbox', 'spam', 'email', 'maaf', 'bintang', 'kasih', 'uninstal']"
1076,klo bisa bukanya pake kuota aja jgn pake pulsaðŸ™ðŸ»,netral,0,klo bisa bukanya pake kuota aja jgn pake pulsaðÿ™ðÿ»,klo bisa bukanya pake kuota aja jgn pake pulsa ,"['klo', 'bisa', 'bukanya', 'pake', 'kuota', 'aja', 'jgn', 'pake', 'pulsa']","['klo', 'bukanya', 'pake', 'kuota', 'aja', 'jgn', 'pake', 'pulsa']","['klo', 'buka', 'pake', 'kuota', 'aja', 'jgn', 'pake', 'pulsa']"
1077,Kenapa saya tidak bisa menginstal aplikasi ini,netral,0,kenapa saya tidak bisa menginstal aplikasi ini,kenapa saya tidak bisa menginstal aplikasi ini,"['kenapa', 'saya', 'tidak', 'bisa', 'menginstal', 'aplikasi', 'ini']","['menginstal', 'aplikasi']","['menginstal', 'aplikasi']"
1078,Kenapa setiap masukin pascode selalu tidak muncul ya ??,negatif,-1,kenapa setiap masukin pascode selalu tidak muncul ya ??,kenapa setiap masukin pascode selalu tidak muncul ya  ,"['kenapa', 'setiap', 'masukin', 'pascode', 'selalu', 'tidak', 'muncul', 'ya']","['masukin', 'pascode', 'muncul', 'ya']","['masukin', 'pascode', 'muncul', 'ya']"
1079,"Liat dulu gimana kinerja nya,jika lancar maka permanen bintang 5 nya",netral,0,"liat dulu gimana kinerja nya,jika lancar maka permanen bintang 5 nya",liat dulu gimana kinerja nya jika lancar maka permanen bintang   nya,"['liat', 'dulu', 'gimana', 'kinerja', 'nya', 'jika', 'lancar', 'maka', 'permanen', 'bintang', 'nya']","['liat', 'gimana', 'kinerja', 'nya', 'lancar', 'permanen', 'bintang', 'nya']","['liat', 'gimana', 'kerja', 'nya', 'lancar', 'permanen', 'bintang', 'nya']"
1080,mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
1081,Octo super cepat ga ribet .. makasih octo ..,positif,1,octo super cepat ga ribet .. makasih octo ..,octo super cepat ga ribet   makasih octo  ,"['octo', 'super', 'cepat', 'ga', 'ribet', 'makasih', 'octo']","['octo', 'super', 'cepat', 'ga', 'ribet', 'makasih', 'octo']","['octo', 'super', 'cepat', 'ga', 'ribet', 'makasih', 'octo']"
1082,Kirim kode otp ja GK bisa.. apk GK guna,negatif,-1,kirim kode otp ja gk bisa.. apk gk guna,kirim kode otp ja gk bisa  apk gk guna,"['kirim', 'kode', 'otp', 'ja', 'gk', 'bisa', 'apk', 'gk', 'guna']","['kirim', 'kode', 'otp', 'ja', 'gk', 'apk', 'gk']","['kirim', 'kode', 'otp', 'ja', 'gk', 'apk', 'gk']"
1083,Aplikasi bagus,positif,1,aplikasi bagus,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']"
1084,Sengaja d ksh bibtang 4 biar muncul di komen nya. Harus hbis brp pulsa biar bsa masuk ?? Udh hbs 50rbu tp blum bisa juga bisa !!,negatif,-1,sengaja d ksh bibtang 4 biar muncul di komen nya. harus hbis brp pulsa biar bsa masuk ?? udh hbs 50rbu tp blum bisa juga bisa !!,sengaja d ksh bibtang   biar muncul di komen nya  harus hbis brp pulsa biar bsa masuk   udh hbs  rbu tp blum bisa juga bisa  ,"['sengaja', 'd', 'ksh', 'bibtang', 'biar', 'muncul', 'di', 'komen', 'nya', 'harus', 'hbis', 'brp', 'pulsa', 'biar', 'bsa', 'masuk', 'udh', 'hbs', 'rbu', 'tp', 'blum', 'bisa', 'juga', 'bisa']","['sengaja', 'd', 'ksh', 'bibtang', 'biar', 'muncul', 'komen', 'nya', 'hbis', 'brp', 'pulsa', 'biar', 'bsa', 'masuk', 'udh', 'hbs', 'rbu', 'tp', 'blum']","['sengaja', 'd', 'ksh', 'bibtang', 'biar', 'muncul', 'komen', 'nya', 'hbis', 'brp', 'pulsa', 'biar', 'bsa', 'masuk', 'udh', 'hbs', 'rbu', 'tp', 'blum']"
1085,Memudahkan layanan dan transaksi,positif,1,memudahkan layanan dan transaksi,memudahkan layanan dan transaksi,"['memudahkan', 'layanan', 'dan', 'transaksi']","['memudahkan', 'layanan', 'transaksi']","['mudah', 'layan', 'transaksi']"
1086,Simpel dan tidak ribet,positif,1,simpel dan tidak ribet,simpel dan tidak ribet,"['simpel', 'dan', 'tidak', 'ribet']","['simpel', 'ribet']","['simpel', 'ribet']"
1087,Transfer BI Fast ke bank lain efektif tgl 01 Sept 2023 tapi nyatanya hari ini tidak bisa digunakan yg ad berbayar juga. Sangat KECEWA.!!!,negatif,-1,transfer bi fast ke bank lain efektif tgl 01 sept 2023 tapi nyatanya hari ini tidak bisa digunakan yg ad berbayar juga. sangat kecewa.!!!,transfer bi fast ke bank lain efektif tgl   sept   tapi nyatanya hari ini tidak bisa digunakan yg ad berbayar juga  sangat kecewa ,"['transfer', 'bi', 'fast', 'ke', 'bank', 'lain', 'efektif', 'tgl', 'sept', 'tapi', 'nyatanya', 'hari', 'ini', 'tidak', 'bisa', 'digunakan', 'yg', 'ad', 'berbayar', 'juga', 'sangat', 'kecewa']","['transfer', 'bi', 'fast', 'bank', 'efektif', 'tgl', 'sept', 'yg', 'ad', 'berbayar', 'kecewa']","['transfer', 'bi', 'fast', 'bank', 'efektif', 'tgl', 'sept', 'yg', 'ad', 'bayar', 'kecewa']"
