"Content","Sentiment","Label"
"TIM IT KERJANYA CUMA MAKAN TIDUR KALI YA, GANTI DEVICE BARU MALAH GAK BISA LOGIN. USER ID SAMA HP NORMAL GAK DIOPREK,NOMER SAMA, OS TERBARU, SINYAL LANCAR BUAT MBANKING BCA, LIVIN,BRIMO BISA. KETERANGAN PERANGKAT TIDAK BISA DIGUNAKAN,PAYAH PAYAH TIM IT KALIAN REKRUT BOCIL SMK AJA SARAN SAYA","negatif","-1"
"Sangat Mudah","positif","1"
"Sangat bagus","positif","1"
"Mau apapun jadi mudah","positif","1"
"Ga Pake Lelet","positif","1"
"ATM saya tiba-tiba d.blok aneh berapa x d.blok Mulu sudah males pake ATM CIMB lagi parah pelanyanan nya kurang bikin emosi orang awam Mulu ga jelas.","negatif","-1"
"Aplikasi mudah dipahami dan lancar Top best lah octo","positif","1"
"Perbankan ga jls tiap hr ga ada kerjaan sehari 3x tlpppppp.... trs nawarin KTA smpe 300jt mending admin nya kaga gede, abis itu beda org nawarin Emas, trs MOTOR kaya kredit, org klo butuh jg akan cari lu ga usah ribet2 ganggu hp org berdering trs. Tuh tawarin bpk2 yg emang butuh motor baru gitu.. Giliran ada yg butuh ga ada tuh laki gw yg nawarin.. Heran gw sm bank 1 ini","negatif","-1"
"mantapz","positif","1"
"Ko login aja susah,min....","negatif","-1"
"Done update","positif","1"
"Kok aplikasi sekelas m-banking berat bgt ya. Padahal hp yg saya gunakan sangat mumpuni untuk bermain game berat. Tapi pas buka octo malah sering force close trus bener bener lemot bgt. Tolong segera diperbaiki, ini sangat mempersulit nasabah untuk mengaksesnya. Terimakasih!","negatif","-1"
"Bagus sekali","positif","1"
"Terima kasih keren habis aplikasi bagus banget","positif","1"
"Jelek bodoh bego","negatif","-1"
"Makin kesini aplikasinya bukannya tambah cepet malah tambah lambat, please lah nih pihak IT apa ga ada yg baca keluhan d google!!?? udh banyak bgt padahal yg ngeluh, gmna bisa screenshot kendalanya aku masuk log in buat finger print aja aplikasinya tiba2 keluar sendiri, kalo keluhan satu dua org mungkin bisa krn hpnya, tp ini udh banyak bgt brarti kan dari Octo mobilenya yg ga sip sama skali","negatif","-1"
"Cepat dan mudah","positif","1"
"Wajar lah dapat rating rendah/jelek, sebab memang aplikasi tidak bisa digunakan, setiap buka langsung mental ""tidak menanggapi"", tapi ya saya cuma pakai rekeningnya saja untuk terima gaji, untuk kegiatan mbanking saya tetap pakai livin by mandiri kok.","negatif","-1"
"Agak kecewa sih kali ini. Udah 4 tahun pake go mobile. Baru x ini sering eror. Sering bermasalah sinyal nyaa","negatif","-1"
"Semakin mudah, & hidup memang untuk di permudah... Wlu mnjlni khidupn tdk mudah... Hikhikhikhik..","positif","1"
"Cimb niaga oke bgt","positif","1"
"Ok","netral","0"
"Bagus aplikasinya","positif","1"
"Enjoying the apps, easy to use","positif","1"
"Aplikasi yang sangat membantu","positif","1"
"Apk kyk ampas gabisa kebuka","negatif","-1"
"Kereen bgt ni aplikasi","positif","1"
"Best Mobile Banking","positif","1"
"Josss","positif","1"
"Awalnya saya tidak tertarik buka rekening di Octo karena logonya pakai gurita yang terkesan binatang pencengkram dan pencekik seperti halnya orang yg terlilit hutang tapi setelah di pelajari ternyata cukup bagus juga. Transfer antar Bank gratis, tanpa biaya admin ini itu, bisa setor tunai di ATM CDM, dan yang paling saya suka adalah pin randomnya. oh iya saya pake octo saver Terima kasih CIMB","positif","1"
"Sangat membantu dan TOP Banget","positif","1"
"Mantap banget. Ga kaya uob. Citi di akuisisi uob g malah upgrade malah downgrade fitur2nya","positif","1"
"ðŸ‘","positif","1"
"Aplikasi oke banget, sangat lengkap","positif","1"
"Sangat membantu","positif","1"
"Sangat suka","positif","1"
"CIMB bank profesional yang khusus dan memudahkan nasabah","positif","1"
"Verifikasi ke no telp selalu gagal..sngt mengecewakan","negatif","-1"
"Aplikasi yang sangat membantu sekali","positif","1"
"sangat puas bgt","positif","1"
"Kak saya sekarang gak bisa menggunakan app ini d hp yg baru setelah ganti hp","negatif","-1"
"Mantaaap","positif","1"
"Di keterangan katanya minimal os 8 keatas, saya pake os 13 malah gk kompatible udah lapor ke cs malah suruh ganti devices aneh","negatif","-1"
"Gimana cara mengatasi Octo mobile yang telah di blokir","negatif","-1"
"Oke","netral","0"
"Good","positif","1"
"Gak bisa login ,pas mau login malah di minta pas code","negatif","-1"
"Kenapa verifikasi ponsel saya gagal terus padahal sudah berkali-kali kirim sms tetapi verifikasi selalu gagal sampai habis pulsa saya. BURUK SEKALI","negatif","-1"
"Top","positif","1"
"Sangat mudah dan lancar","positif","1"
"mantap","positif","1"
"pelayanan nya lambat ga secepat bank lain","negatif","-1"
"Terimakasih","positif","1"
"Membantu sekali,,,terima kasih octo","positif","1"
"Good..","positif","1"
"Mantap","positif","1"
"Belum bisa di android 13 ya","netral","0"
"Maaf, saya uninstal sebab tidak bisa login dan selalu minta kode OTTP. Sudah dikasihkan kode OTTP nya selalu dikatakan ""KODE OTTP SALAH"", minta dikirimkan ke email saya tidak pernah ada di inbox ataupun di spam email saya. Maaf, bintangnya saya kasih 1 dan uninstal.","negatif","-1"
"klo bisa bukanya pake kuota aja jgn pake pulsaðŸ™ðŸ»","netral","0"
"Kenapa saya tidak bisa menginstal aplikasi ini","netral","0"
"Kenapa setiap masukin pascode selalu tidak muncul ya ??","negatif","-1"
"Liat dulu gimana kinerja nya,jika lancar maka permanen bintang 5 nya","netral","0"
"mantap","positif","1"
"Octo super cepat ga ribet .. makasih octo ..","positif","1"
"Kirim kode otp ja GK bisa.. apk GK guna","negatif","-1"
"Aplikasi bagus","positif","1"
"Sengaja d ksh bibtang 4 biar muncul di komen nya. Harus hbis brp pulsa biar bsa masuk ?? Udh hbs 50rbu tp blum bisa juga bisa !!","negatif","-1"
"Memudahkan layanan dan transaksi","positif","1"
"Simpel dan tidak ribet","positif","1"
"Transfer BI Fast ke bank lain efektif tgl 01 Sept 2023 tapi nyatanya hari ini tidak bisa digunakan yg ad berbayar juga. Sangat KECEWA.!!!","negatif","-1"
"Knpa saya mau masuk ke dalam aplikasi tidak bisa karena eror? , kok kek gtu yh min tlong di perbiki.","negatif","-1"
"Makasih cimb niaga uda jadi bank yg paling irit seindonesia","positif","1"
"aplikasinya error","negatif","-1"
"Cepet n simple","positif","1"
"Bgs bgt. Mudah bgt.","positif","1"
"Mantap mempermudah transaksi","positif","1"
"Lebih mudah & cepat","positif","1"
"Makin kesini malah makin parah servicenya. Kode otp nga kunjung dtg ampe 30 menit. Parah2. Padahal pulsanya cukup. Fix kuras pulsa. Beda sama sebelah, kode otp nga free","negatif","-1"
"Keren","positif","1"
"Sangat aman untuk digunakan","positif","1"
"hp Oppo note 3 apakah tidak bisa buka aplikasi Octo mobile ? mohon petunjuk?","netral","0"
"Good","positif","1"
"Apk taiii","negatif","-1"
"apa""an aplikasi login tibatiba forced close terus""an","negatif","-1"
"Alhamdulillah memberi kemudahan untuk mengisi gopay","positif","1"
"Sangat membantu dalam bertransaksi tanpa harus antri di loket","positif","1"
"Mantap, Aplikasi simple tapi bagus....","positif","1"
"Best","positif","1"
"apliksasi kocok","negatif","-1"
"Okto tolol","negatif","-1"
"Bi Fast sering offline","negatif","-1"
"Sangat bagus, cepat, ringan mudah di pahami","positif","1"
"Oke","netral","0"
"Bank ampas yang tidak ada menu virtual account","negatif","-1"
"Sangat membantu","positif","1"
"Terimakasih","positif","1"
"Good","positif","1"
"CSnya busul","negatif","-1"
"Ok","netral","0"
"Kemudahan pengguna","positif","1"
"Mudah ga ribet","positif","1"
"Suka log off sendiri","negatif","-1"
"Good2 bravo sangat memuaskan","positif","1"
"Sangat sangat cepat","positif","1"
"Good and Helpfull","positif","1"
"Puas rasanya","positif","1"
"Mantap","positif","1"
"Lemot dan ga responsif Mau login nunggu OTP nya terlalu lama","negatif","-1"
"Sangat mudah untuk transaksi apapun","positif","1"
"Ok","netral","0"
"Sangat membamtu sekali","positif","1"
"Transaksi pembayaran di sebuah merchant, saldo sudah terpotong tetapi pembayaran tidak diterima merchant.","negatif","-1"
"Mantap","positif","1"
"Mantab deh","positif","1"
"Mantab","positif","1"
"Pokonya Well,","positif","1"
"Ok","netral","0"
"Aplikasi kadang tidak mau masuk kadang juga sudah masuk keluar sendiri","negatif","-1"
"Mantaps","positif","1"
"Mantap","positif","1"
"Mantap banget","positif","1"
"Kali ini aku beri bintang 5","positif","1"
"Mantap","positif","1"
"Mohon maaf sebenarnya saya kasih bintang satu karena sebelumnya saya pembuatan rekening ini atas dasar kegiatan di smk dan ketika awal daftar bilang bahwa mendapat 100k, tetapi ketika sudah mendapat saldo serta ATM kenapa tiba tiba saldo berkurang dan bahkan saldo tidak bisa dikirim atau diambil karena harus ada saldo yang mengendap. Saran kalau memang berniat membagikan jangan dikasih limit serta kasih keterangan sejak awal kalau nanti ada pajak biar ga terlalu berharap aja.","negatif","-1"
"Mantap","positif","1"
"memudahkan transaksi cimb saya","positif","1"
"Transaksi cepat ,pertahankan terimakasih","positif","1"
"Keren","positif","1"
"Sangat membantu sekali","positif","1"
"makin di update makin gajelas, biasanya langsung bisa pake finger print. tp ini gabisa sama sekali, harus masukin username. udah gtu ngabisin pulsa dalam sekejap","negatif","-1"
"Mau login nyusahin banget nunggu pascode kaya lagi nunggu gajian","negatif","-1"
"Sangat Membantu","positif","1"
"Lancar jaya..mantap","positif","1"
"Aneh .. gak bisa diakses... ""Perangkat belum bisa digunakan"" kadang bisa. Gak jelas... Padahal pengguna CIMB niaga sudah lebih dari 10 thn","negatif","-1"
"Aplikasi josssss","positif","1"
"Aplikasinya mantap","positif","1"
"Saya lupa nomor HP lama, ketika mau daftar ada tulisan ktp sudah di gunakan/sudah punya akun. Bagaimana ini, saya hanya punya KTP saja yang ada? Untuk nomor hp lama sudah hilang dan lupa","negatif","-1"
"Makin bagus aja","positif","1"
"Mantap","positif","1"
"Transfer ke bank lain cepat cuman biaya adminnya besar","netral","0"
"Mudah smart excelent","positif","1"
"Ok banget..","positif","1"
"Mantap sekarang CIMB Niaga makin ok..","positif","1"
"Ada ibuÂ² call center cimb yang ketika dihubungi suaranya terdengar kecil sekali (terdengar sayupÂ²) dan ngomongnya cepat, kalau diminta bicaranya diulangi, dia terkesan tidak ramah.","negatif","-1"
"Ok","netral","0"
"Kereennnnnnn","positif","1"
"luar biass","positif","1"
"BUAT SEMUA WARGA INDONESIA JANGAN PERNAH PAKAI CC CIMB INI, GILAK KALI MAU NIPU NASABAH. LIMIT GW 3JT, GW AMBIL TIKET PAKAI CC DGN CICILAN 200RB. DAN MENURUT GW BELOM OVER LIMIT KARNA TIKET HARGA 2,6. MASIH SISA 400, DAN DITAGIHAN BERIKUT NYA MASA MUNCUL BIAYA OVER LIMIT 200RB TRUS DIBULAN KEDUANYA MUNCUL LAGI BIAYA OVER LIMIT. UDH GILAK KALI YA, NGELEBIHIN PINJOL ILEGAL. GIMNA MAU BANYAK NASABAH KALO CARA NYA SEPERTI INI..","negatif","-1"
"Sangat membantu tp kadang suka lemot dan eror maka saya kasih bintang 4.","positif","1"
"Parah banget pake kartu kredit CIMB, lebih-lebih dari Pinjol Bunga dan biaya adminnya,,, jangan ada pake Kartu Kredit CIMB.. Saran sama semua Warga Indonesia, jangan ada yg pake Kartu Kredit CIMB, habis kalian nanti di bodoh2i, Admin ini Admin itu, GILAKKK PARAHHH","negatif","-1"
"Karena aplikasi tersebut kehilangan uang,dan dari tim cimbnya untuk tindak lanjutnya lama sekali sudah 3 bulan tetap belum ada solusi. agar TIM CIMB yang menindak lanjuti segera di proses.","negatif","-1"
"Mantal","positif","1"
"Habis di uninstal, terus mau download lagi kenapa gk bisa yaa?, Tulisannya sistem bermasalh Padahal udah beberapa hari","negatif","-1"
"Pemijat","netral","0"
"Gk bisa login,malesin banget harus hubungi cs","negatif","-1"
"Sering banget error","negatif","-1"
"Sangat mudah di gunakan.topup dana,gopay,ovo tak harus masukin kode bank.tinggal isi no tujuan.mantul","positif","1"
"Sy g tau g pernah k octomobil","netral","0"
"Kenapa ya setiap kalih buka octo mobile selalu keluar terus, lama2 jd mls make nya","negatif","-1"
"The best ðŸ‘âœ¨","positif","1"
"Sangat membantu, skrg jg bisa top up shopee","positif","1"
"Ribet bgt anjir mau log in gnti hp doang.","negatif","-1"
"Apasih gajelas mau login make user ID trs diminta kode? Ngotak woi kodenya dikirim kemana, aneh","negatif","-1"
"Mantap dan sangat membantu dan mempermudah segala""a","positif","1"
"Akhir2 ini sering error apalagi transfer bi.fast tdk bisa dgunakan tlg dong pelayanan lbh dtingkatkan lgi","netral","0"
"Mantul","positif","1"
"Good","positif","1"
"Mantap yahh selama sya pakai Octo,.gratis terus tanpa kena biaya admin(^_^),..tpi yaa lebih mantap lagi klo sya dapat kesempatan penawaran kartu kredit...hehe.Soal nya belum punya juga yg dri Bank CimbNiaga kcuali Kartu Honest card, semoga saja sya seh berharap terimakasih.wasalallamualaikum wr.wb.(^_^).","positif","1"
"Agak menguras pulsa, setiap mau login minta user id, yg di kirim lewat sms, klo pulsa gak cukup gak bisa log in, ribet","negatif","-1"
"padahal jaringan bagus tapi buat cek transaksi memuat jaringan mulu","negatif","-1"
"Ribett..persaratan sdh beres semua tpi gak di kirim paswod.. dan sulit untuk login lihat no rekening","negatif","-1"
"Kirim pascode aja gagal mulu, aktipin premium udah, pulsa ada bnyak, pas kirim pascode gagal mulu. lu mau nya apa octo, bukannya mempermudah malah mempersulit, mending gw pindah ke bca dah","negatif","-1"
"AaaaaaAAaavvats","negatif","-1"
"memudahkan saya bertransaksi, dan gratis biaya admin.. Sukses buat cimbðŸ‘","positif","1"
"Sangat sangat sangat membantu. Trimakasih octo mobile. Semoga sukses selalu","positif","1"
"Teller kurang ajar tuh yg di jalan pemuda. Mau buka rekening baru buat warung jamu malah di tolak.. sangat mengecewakan","negatif","-1"
"sangat membantu","positif","1"
"Mantap","positif","1"
"ðŸ‘","positif","1"
"Cepat","positif","1"
"punya pengalaman yg baik selama di oktto mobail","positif","1"
"Mantap","positif","1"
"Smg bs lbh responsif lg aplikasi nya.","positif","1"
"perangkat redmi note 8 pro ram 4gb / 64gb, miui 11, android 10, tidak bisa akses keterangan perangkat yang anda gunakan belum bisa mengakses octo mobile, tetapi jika aksesnya di sekitar area atm/ cabang cimb bisa dibuka ntah emang ketentuan akses dari cimbnya atau apa hanya bisa diakses di sekitar cabang/atm cimb saja edit : sebelumnya saya buka rekening payroll","negatif","-1"
"Bagus sekali","positif","1"
"manntapp pokonya","positif","1"
"Mantap","positif","1"
"Bgus n menyenangkan","positif","1"
"Mantap layana cimb","positif","1"
"mantap sekali","positif","1"
"Terus berkembang flip ku...","positif","1"
"Alhamdulillah dg mbanking segl urusan jd mudah. Trmkasih.","positif","1"
"HALO PAK, SAYA LUPA USER ID SAYA","netral","0"
"Ok","netral","0"
"Setelah update, sering ngelag","netral","0"
"Alhamdulillah lancar... terimakasih Octo mobile","positif","1"
"Sangat membantu dalam pembayaran, untuk bayar pam kabupaten Bekasi kenapa belum ada ya?","positif","1"
"Setelah di update mau tarik uang kok malah ga bisa ? Kalo orang butuh uang mendadak seperti ini gimana jadi nya ini Pemeliharaan sistem sampe 2 hari , ga sekalian sampe setahun ..","negatif","-1"
"Knp sore hr ini (tgl 16 nov 2023) sy gagal trus membuka octo mobile? Apakah ad gangguan?","netral","0"
"Mau transaksi apapun jdi mudah,dan sangat praktis","positif","1"
"fast..","positif","1"
"Tolong adain notifikasi buat transferan masuk dong, masa harus dicek berkala","negatif","-1"
"Baru pakai semoga lancar seterusnya","positif","1"
"Good","positif","1"
"Kartu nggak sampai2, saya telpon malah disuruh kekantornya, apa gunanya daftar online.","negatif","-1"
"Very good","positif","1"
"Aplikasi sangat mudah digunakan.","positif","1"
"Ok banget","positif","1"
"Sangat bagus..","positif","1"
"Tampilan antarmuka yg mudah dan fungsinya sangat membantu dalam setiap transaksi","positif","1"
"Mending pakek bank lain","negatif","-1"
"Bagus","positif","1"
"Terima kasih dgn ada nya aplikasi ini meringankan","positif","1"
"Mantap","positif","1"
"Dari awal gabung sama gojek .sampai sekarang masih aktif..makasih","positif","1"
"mohon maaf perangkat anda belum dapat digunaka untuk mengakses Octo Mobile HP: RN8P kenapa gak bisa?","negatif","-1"
"Baru ini pakai mobile banking, nannti dirating lagi kalo tambah puas","netral","0"
"Terbaekkk dan tersecure","positif","1"
"terbaik","positif","1"
"paling aneh","negatif","-1"
"Buka rekening via octo uda sesuai semua datanya tp ttep ga bisa..why?","negatif","-1"
"Sangat puas","positif","1"
"Ok..","netral","0"
"Sangatvpuas untuk pelsyanan","positif","1"
"terimakasih pelayanan nya terbaik dari Octo mobile","positif","1"
"ACl Gamestop","positif","1"
"Makin ke sini fasilitas nya makin berkurang. Tidak ada lagi menu loan on cash dari cc, tidak ada menu untuk mengajukan kenaikan limit cc & tidak ada menu untuk melakukan pengajuan top up KTA. Kalah jauh dengan aplikasi mbangking bank lain","negatif","-1"
"Di Realme 9 Pro, Masih suka Force Close ketika sudah login. Mohon diperbaiki. Karena menganggu sekali.","negatif","-1"
"Dalah capek mau comen juga gak ada kemajuan aplikasi octo mobile'a apa lagi ada maintenace makin gak kelihatan hujut dalem aplikasi'a masuk keluar mau masuk lagi jeda abis ituh keluar sampe uninstal entar instal lagi tetap juga gak mau masuk ke aplikasi'a dah lah apa daya kalau mau tarik uang lupa bawa kartu mau lewat aplikasi tapi aplikasi'a begini ðŸ˜‘ðŸ˜­","negatif","-1"
"Nyaman bertransaksi...jempol deh","positif","1"
"Pengiriman sangat cpt Mantaap","positif","1"
